Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Congo, Dem. Rep.",COD,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.476999998,3.382999897,3.296999931,3.428999901,3.832999945
"Congo, Dem. Rep.",COD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,79.48100281,79.80200195,81.34899902,81.52600098,81.41200256
"Congo, Dem. Rep.",COD,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,11.86699963,12.02600002,12.20400047,11.80200005,11.71399975
"Congo, Dem. Rep.",COD,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,8.652000427,8.170999527,6.447000027,6.672999859,6.874000072
"Congo, Rep.",COG,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1.324000001,1.363999963,1.243999958,1.333999991,1.514999986
"Congo, Rep.",COG,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,39.52000046,38.91899872,38.22900009,36.93700027,36.72299957
"Congo, Rep.",COG,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,23.41200066,23.81699944,25,25.19799995,25.68199921
"Congo, Rep.",COG,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,37.06700134,37.26399994,36.77099991,37.86500168,37.59500122
Costa Rica,CRI,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,7.422999859,7.821000099,7.327000141,7.543000221,7.778999805
Costa Rica,CRI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,10.27900028,9.897000313,11.15999985,12.30700016,12.21399975
Costa Rica,CRI,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,18.17300034,16.48699951,17.67499924,19.15200043,18.61000061
Costa Rica,CRI,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,71.54799652,73.61499786,71.16500092,68.54000092,69.1760025
Cote d'Ivoire,CIV,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1.113999963,1.690000057,1.774000049,1.830000043,1.983999968
Cote d'Ivoire,CIV,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,48.29899979,50.17200089,50.375,50.01399994,48.88499832
Cote d'Ivoire,CIV,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,6.197999954,5.653999805,5.986000061,5.620999813,6.302999973
Cote d'Ivoire,CIV,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,45.50299835,44.17399979,43.63999939,44.36600113,44.81200027
Croatia,HRV,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.517000198,4.392000198,5.225999832,5.205999851,5.199999809
Croatia,HRV,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,12.25300026,10.78600025,9.519000053,9.227999687,7.602000237
Croatia,HRV,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,27.91200066,27.625,26.97999954,26.71199989,26.97400093
Croatia,HRV,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,59.83499908,61.5890007,63.5019989,64.05999756,65.42299652
Cuba,CUB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,21.32799911,22.72599983,24.23200035,24.32500076,24.38599968
Cuba,CUB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,19.26099968,18.61400032,18.89999962,18.30900002,18.25099945
Cuba,CUB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,19.18700027,17.20499992,16.88699913,16.83200073,16.54400063
Cuba,CUB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,61.55199814,64.18000031,64.21299744,64.85900116,65.20500183
Curacao,CUW,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,..,..,..,..,..
Curacao,CUW,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..,..,..,..,..
Curacao,CUW,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..
Curacao,CUW,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..,..,..,..,..
Cyprus,CYP,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.227000237,4.166999817,3.838999987,2.382999897,1.855999947
Cyprus,CYP,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.911999941,3.105000019,4.429999828,3.994999886,3.642999887
Cyprus,CYP,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,20.17099953,17.56299973,16.51799965,16.22500038,17.04999924
Cyprus,CYP,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,76.91699982,79.33200073,79.05200195,79.77999878,79.30599976
Czech Republic,CZE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.395999908,3.371999979,3.467000008,3.532000065,3.148000002
Czech Republic,CZE,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,3.049999952,3.029999971,2.749000072,2.926000118,2.901000023
Czech Republic,CZE,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,38.1230011,37.51100159,38.03900146,38.02500153,38.07099915
Czech Republic,CZE,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,58.82699966,59.45800018,59.2120018,59.04899979,59.02700043
Denmark,DNK,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.548000097,3.461999893,3.506000042,3.54399991,3.430000067
Denmark,DNK,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.594000101,2.539999962,2.48300004,2.496999979,2.532000065
Denmark,DNK,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,19.70899963,19.46699905,19.25699997,19.29000092,18.64299965
Denmark,DNK,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,77.6969986,77.99299622,78.26000214,78.21399689,78.82499695
Djibouti,DJI,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2.443000078,2.476999998,2.614000082,2.502000093,2.427000046
Djibouti,DJI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,32.47100067,32.10699844,31.45499992,30.69300079,30.54599953
Djibouti,DJI,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,27.56299973,28.52099991,29.47800064,30.1439991,30.16500092
Djibouti,DJI,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,39.9659996,39.37200165,39.06700134,39.1629982,39.28900146
Dominica,DMA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,..,..,..,..,..
Dominica,DMA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..,..,..,..,..
Dominica,DMA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..
Dominica,DMA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..,..,..,..,..
Dominican Republic,DOM,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.378000021,3.778000116,3.476999998,3.211999893,3.272000074
Dominican Republic,DOM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,14.23900032,14.1420002,14.41600037,13.30900002,12.65699959
Dominican Republic,DOM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,18.15200043,16.6760006,17.41600037,18.06800079,17.63800049
Dominican Republic,DOM,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,67.60900116,69.18199921,68.16799927,68.62400055,69.70500183
East Asia & Pacific,EAS,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.442964911,3.664305984,3.429305189,3.333107268,3.282340071
East Asia & Pacific,EAS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,25.87650362,24.77727499,23.66856922,22.52314372,21.50200889
East Asia & Pacific,EAS,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,26.48362802,26.10606864,25.69344145,25.29229266,25.10192
East Asia & Pacific,EAS,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,47.6404939,49.11661629,50.63796942,52.18514276,53.3960557
East Asia & Pacific (excluding high income),EAP,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.425179904,3.669351274,3.418440944,3.313136568,3.250898436
East Asia & Pacific (excluding high income),EAP,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,28.31884064,27.1237312,25.9166917,24.6758882,23.56320456
East Asia & Pacific (excluding high income),EAP,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,26.59441639,26.18169753,25.78004793,25.29174661,25.10939287
East Asia & Pacific (excluding high income),EAP,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,45.08743934,46.69455296,48.30324886,50.03303262,51.3273726
Ecuador,ECU,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.816999912,3.306999922,3.28399992,3.198999882,3.233999968
Ecuador,ECU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,27.9810009,26.64800072,25.28000069,26.19199944,26.94199944
Ecuador,ECU,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,17.52000046,19.07999992,19.95499992,19.65999985,18.625
Ecuador,ECU,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,54.49900055,54.27199936,54.76499939,54.14899826,54.43299866
"Egypt, Arab Rep.",EGY,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,15.75500011,12.63300037,13.85599995,12.06400013,10.57600021
"Egypt, Arab Rep.",EGY,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,27.07099915,27.95899963,27.54800034,25.81500053,25.5739994
"Egypt, Arab Rep.",EGY,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,24.86000061,24.11000061,24.40699959,25.08300018,25.50300026
"Egypt, Arab Rep.",EGY,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,48.06900024,47.93099976,48.04499817,49.10200119,48.92399979
El Salvador,SLV,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.239999771,4.303999901,4.188000202,4.416999817,4.050000191
El Salvador,SLV,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,20.96999931,19.58600044,18.76399994,18.11100006,18.67900085
El Salvador,SLV,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,20.97900009,20.35400009,20.88899994,22.17700005,21.09900093
El Salvador,SLV,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,58.04999924,60.06000137,60.34600067,59.7120018,60.22200012
Equatorial Guinea,GNQ,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2.888000011,4.005000114,3.698999882,4.440000057,4.472000122
Equatorial Guinea,GNQ,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,52.97999954,54.07699966,54.96300125,56.90800095,58.57899857
Equatorial Guinea,GNQ,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,9.668000221,8.375,8.237000465,7.708000183,6.670000076
Equatorial Guinea,GNQ,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,37.35200119,37.54800034,36.79999924,35.38299942,34.75099945
Eritrea,ERI,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2.329999924,2.598999977,2.49000001,2.497999907,2.566999912
Eritrea,ERI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,84.16699982,84.18499756,84.0719986,84.01599884,83.92299652
Eritrea,ERI,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,7.201000214,7.177999973,7.132999897,7.077000141,7.019999981
Eritrea,ERI,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,8.630999565,8.637000084,8.795000076,8.906999588,9.055999756
Estonia,EST,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.802999973,3.785000086,3.433000088,3.650000095,3.887000084
Estonia,EST,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,4.493000031,4.262000084,3.85800004,3.90199995,3.894000053
Estonia,EST,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,31.10400009,30.27300072,30.14800072,30.66200066,29.72299957
Estonia,EST,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,64.40299988,65.46499634,65.9940033,65.43599701,66.38300323
Ethiopia,ETH,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,0.419999987,0.432000011,0.463,0.501999974,0.583000004
Ethiopia,ETH,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,74.9469986,72.67500305,71.3769989,69.88700104,68.98500061
Ethiopia,ETH,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,7.272999763,7.390999794,7.953999996,8.631999969,8.977999687
Ethiopia,ETH,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,17.78000069,19.93400002,20.66900063,21.4810009,22.03700066
Euro area,EMU,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.950357298,4.957638138,4.872370162,4.858698133,4.795218471
Euro area,EMU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,3.499820829,3.442757261,3.376903466,3.270945442,3.227914975
Euro area,EMU,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,24.47466248,23.95779365,23.77018017,23.69551185,23.5205087
Euro area,EMU,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,72.02549849,72.59977526,72.85286304,73.03366117,73.25138882
Europe & Central Asia,ECS,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.443861427,3.447011978,3.440717584,3.430689539,3.442301736
Europe & Central Asia,ECS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,9.993968184,9.810423928,9.170815511,8.949191047,8.690664818
Europe & Central Asia,ECS,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,25.56870009,25.31182349,25.40668916,25.17516798,25.07646214
Europe & Central Asia,ECS,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,64.4373711,64.87789902,65.42234523,65.87566752,66.23282125
Europe & Central Asia (excluding high income),ECA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2.213976078,2.241270965,2.291426398,2.318619119,2.394507719
Europe & Central Asia (excluding high income),ECA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,17.38601338,17.06579535,15.79229856,15.43493628,15.04784742
Europe & Central Asia (excluding high income),ECA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,27.08887233,26.98397383,27.33955132,26.9830619,26.88611327
Europe & Central Asia (excluding high income),ECA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,55.52509817,55.95031969,56.8677156,57.58195041,58.06605051
European Union,EUU,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.32592149,4.324275675,4.265473083,4.225242369,4.170838703
European Union,EUU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,4.968895152,4.824638435,4.721203148,4.518884831,4.293338386
European Union,EUU,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,24.68026771,24.27691523,24.19803581,24.06909212,24.04267868
European Union,EUU,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,70.35090041,70.89865462,71.08085229,71.41211269,71.66389637
Faroe Islands,FRO,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,..,..,..,..,..
Faroe Islands,FRO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..,..,..,..,..
Faroe Islands,FRO,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..
Faroe Islands,FRO,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..,..,..,..,..
Fiji,FJI,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1.407999992,1.485999942,1.391000032,1.444000006,1.452999949
Fiji,FJI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,42.16999817,41.69900131,40.43299866,39.39500046,39.19499969
Fiji,FJI,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,13.35099983,13.72299957,13.12800026,13.09799957,13.20600033
Fiji,FJI,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,44.47900009,44.57799911,46.43799973,47.50699997,47.59899902
Finland,FIN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.038000107,4.03000021,4.244999886,4.247000217,4.059000015
Finland,FIN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,4.159999847,4.131999969,4.256000042,4.223999977,3.86500001
Finland,FIN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,22.78499985,22.84700012,21.89500046,21.70400047,22.15600014
Finland,FIN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,73.05500031,73.01999664,73.84899902,74.0719986,73.97899628
France,FRA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.388999939,4.348999977,4.295000076,4.327000141,4.308000088
France,FRA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,2.91899991,3.075000048,2.845999956,2.744999886,2.871999979
France,FRA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,21.76000023,21.30500031,20.57299995,20.37599945,20.29400063
France,FRA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,75.32099915,75.62000275,76.58100128,76.8789978,76.83399963
French Polynesia,PYF,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,14.31799984,14.29399967,14.31599998,14.43099976,14.56200027
French Polynesia,PYF,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,8.881999969,8.774000168,8.812000275,8.652999878,8.600000381
French Polynesia,PYF,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,17.38800049,17.58499908,17.33699989,17.24399948,17.26000023
French Polynesia,PYF,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,73.72899628,73.64199829,73.84999847,74.10399628,74.13999939
Gabon,GAB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2.977999926,2.792000055,2.588999987,2.214999914,2.14199996
Gabon,GAB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,42.28900146,41.86299896,41.64199829,41.23300171,41.30099869
Gabon,GAB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,12.96000004,12.98700047,13.00800037,12.66399956,12.56099987
Gabon,GAB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,44.75099945,45.14899826,45.35100174,46.10300064,46.13800049
"Gambia, The",GMB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1.519000053,1.570000052,1.773000002,1.616000056,1.725999951
"Gambia, The",GMB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,30.53899956,29.75499916,28.73200035,28.43700027,27.24099922
"Gambia, The",GMB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,15.90699959,15.51900005,15.38399982,15.51000023,15.19699955
"Gambia, The",GMB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,53.55400085,54.72600174,55.88399887,56.0530014,57.56200027
Georgia,GEO,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1.348999977,1.207999945,1.067000031,1.263000011,1.131999969
Georgia,GEO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,45.72600174,44.88600159,43.62200165,41.79499817,41.24499893
Georgia,GEO,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,11.48499966,11.12899971,11.68200016,12.20600033,12.35499954
Georgia,GEO,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,42.78900146,43.98500061,44.69599915,45.99900055,46.40000153
Germany,DEU,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.776000023,4.739999771,4.65199995,4.636000156,4.43900013
Germany,DEU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,1.56099999,1.447000027,1.427999973,1.394000053,1.307999969
Germany,DEU,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,28.19300079,27.77799988,28.0510006,27.68899918,27.38199997
Germany,DEU,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,70.2460022,70.77600098,70.51999664,70.91699982,71.30999756
Ghana,GHA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,5.866000175,6.204999924,6.718999863,6.830999851,7.06099987
Ghana,GHA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,42.86199951,45.37900162,44.72000122,42.52799988,41.24000168
Ghana,GHA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,14.96399975,14.07199955,14.10700035,13.9659996,14.03100014
Ghana,GHA,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,42.17399979,40.54899979,41.17300034,43.50600052,44.72900009
Gibraltar,GIB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,..,..,..,..,..
Gibraltar,GIB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..,..,..,..,..
Gibraltar,GIB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..
Gibraltar,GIB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..,..,..,..,..
Greece,GRC,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,7.097000122,6.68900013,6.366000175,6.919000149,7.434999943
Greece,GRC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,13.00399971,13.69299984,13.5710001,12.89799976,12.37300014
Greece,GRC,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,16.54299927,15.55900002,14.97900009,14.93900013,15.24499989
Greece,GRC,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,70.45300293,70.7480011,71.4509964,72.16300201,72.38300323
Greenland,GRL,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,..,..,..,..,..
Greenland,GRL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..,..,..,..,..
Greenland,GRL,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..
Greenland,GRL,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..,..,..,..,..
Grenada,GRD,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,..,..,..,..,..
Grenada,GRD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..,..,..,..,..
Grenada,GRD,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,..,..,..,..,..
Grenada,GRD,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,..,..,..,..,..
Guam,GUM,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.839000225,4.605999947,4.669000149,4.659999847,4.657000065
Guam,GUM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,9.045999527,8.965999603,9.079000473,8.899999619,8.868000031
Guam,GUM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,16.0510006,16.22400093,15.95899963,15.91800022,15.9119997
Guam,GUM,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,74.90299988,74.80999756,74.96099854,75.18199921,75.22000122
Guatemala,GTM,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2.799000025,2.75999999,2.980999947,2.756999969,2.937000036
Guatemala,GTM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,32.25699997,30.88100052,31.5340004,31.87599945,29.37700081
Guatemala,GTM,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,19.49799919,18.15600014,19.45899963,18.89500046,21.01300049
Guatemala,GTM,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,48.24499893,50.96300125,49.00799942,49.22999954,49.61000061
Guinea,GIN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1.636000037,1.623999953,1.64199996,1.644000053,1.50999999
Guinea,GIN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,68.76499939,68.12400055,67.89399719,67.96199799,67.74700165
Guinea,GIN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,5.909999847,5.830999851,5.761000156,5.790999889,5.771999836
Guinea,GIN,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,25.32500076,26.04400063,26.34499931,26.24699974,26.4810009
Guinea-Bissau,GNB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1.718000054,1.552000046,1.738000035,1.496000051,1.434999943
Guinea-Bissau,GNB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,84.37000275,83.89499664,83.44200134,83.70400238,83.59799957
Guinea-Bissau,GNB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,6.835000038,6.953000069,7.168000221,7.048999786,7.019000053
Guinea-Bissau,GNB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,8.795000076,9.152000427,9.390000343,9.246999741,9.383000374
Guyana,GUY,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.702000141,5.090000153,5.412000179,5.492000103,4.546999931
